V : 0.08  , I : 0.65  , P : 0.05  , D : 0.00
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.28  , I : 0.95  , P : 17.36  , D : 0.30
V : 18.28  , I : 1.15  , P : 21.02  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.28  , I : 1.10  , P : 20.11  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.21  , I : 1.10  , P : 20.03  , D : 0.31
V : 18.17  , I : 1.15  , P : 20.90  , D : 0.31
V : 18.17  , I : 1.10  , P : 19.99  , D : 0.31
V : 18.17  , I : 1.00  , P : 18.17  , D : 0.31
V : 18.17  , I : 1.10  , P : 19.99  , D : 0.31
V : 18.17  , I : 1.10  , P : 19.99  , D : 0.31
V : 18.17  , I : 1.00  , P : 18.17  , D : 0.31
V : 18.17  , I : 1.10  , P : 19.99  , D : 0.31
V : 18.21  , I : 1.05  , P : 19.12  , D : 0.31
V : 18.17  , I : 0.95  , P : 17.27  , D : 0.31
V : 18.17  , I : 1.10  , P : 19.99  , D : 0.31
V : 18.17  , I : 1.10  , P : 19.99  , D : 0.31
V : 18.17  , I : 0.95  , P : 17.27  , D : 0.31
V : 18.17  , I : 0.95  , P : 17.27  , D : 0.31
V : 18.17  , I : 1.10  , P : 19.99  , D : 0.31
V : 18.17  , I : 1.00  , P : 18.17  , D : 0.31
V : 18.17  , I : 1.05  , P : 19.08  , D : 0.31
V : 18.17  , I : 1.00  , P : 18.17  , D : 0.31
V : 18.17  , I : 1.00  , P : 18.17  , D : 0.31
V : 18.17  , I : 1.00  , P : 18.17  , D : 0.31
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.31  , I : 1.10  , P : 20.14  , D : 0.30
V : 18.31  , I : 0.95  , P : 17.40  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.28  , I : 0.95  , P : 17.36  , D : 0.30
V : 18.28  , I : 0.95  , P : 17.36  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.28  , I : 1.10  , P : 20.11  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.28  , I : 1.10  , P : 20.11  , D : 0.30
V : 18.28  , I : 0.95  , P : 17.36  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.31  , I : 0.90  , P : 16.48  , D : 0.30
V : 18.28  , I : 1.10  , P : 20.11  , D : 0.30
V : 18.28  , I : 1.10  , P : 20.11  , D : 0.30
V : 18.28  , I : 1.10  , P : 20.11  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.42  , I : 1.05  , P : 19.34  , D : 0.30
V : 18.38  , I : 1.05  , P : 19.30  , D : 0.30
V : 18.42  , I : 0.95  , P : 17.50  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 1.10  , P : 20.22  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 0.90  , P : 16.54  , D : 0.30
V : 18.38  , I : 0.95  , P : 17.46  , D : 0.30
V : 18.42  , I : 1.10  , P : 20.26  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 1.05  , P : 19.30  , D : 0.30
V : 18.38  , I : 1.10  , P : 20.22  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 1.10  , P : 20.22  , D : 0.30
V : 18.59  , I : 1.10  , P : 20.45  , D : 0.29
V : 18.59  , I : 0.95  , P : 17.66  , D : 0.29
V : 18.59  , I : 1.00  , P : 18.59  , D : 0.29
V : 18.59  , I : 0.95  , P : 17.66  , D : 0.29
V : 18.62  , I : 0.90  , P : 16.76  , D : 0.29
V : 18.59  , I : 1.10  , P : 20.45  , D : 0.29
V : 18.62  , I : 1.10  , P : 20.49  , D : 0.29
V : 18.59  , I : 1.00  , P : 18.59  , D : 0.29
V : 18.59  , I : 1.05  , P : 19.52  , D : 0.29
V : 18.62  , I : 1.10  , P : 20.49  , D : 0.29
V : 18.59  , I : 1.00  , P : 18.59  , D : 0.29
V : 18.59  , I : 1.05  , P : 19.52  , D : 0.29
V : 18.62  , I : 0.95  , P : 17.69  , D : 0.29
V : 18.59  , I : 1.05  , P : 19.52  , D : 0.29
V : 18.62  , I : 0.90  , P : 16.76  , D : 0.29
V : 18.59  , I : 1.05  , P : 19.52  , D : 0.29
V : 18.59  , I : 1.05  , P : 19.52  , D : 0.29
V : 18.62  , I : 1.00  , P : 18.62  , D : 0.29
V : 18.59  , I : 0.90  , P : 16.73  , D : 0.29
V : 18.59  , I : 0.90  , P : 16.73  , D : 0.29
V : 18.38  , I : 1.05  , P : 19.30  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 1.05  , P : 19.30  , D : 0.30
V : 18.42  , I : 1.05  , P : 19.34  , D : 0.30
V : 18.38  , I : 1.10  , P : 20.22  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.42  , I : 0.85  , P : 15.65  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 0.95  , P : 17.46  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 0.95  , P : 17.46  , D : 0.30
V : 18.38  , I : 1.05  , P : 19.30  , D : 0.30
V : 18.42  , I : 1.05  , P : 19.34  , D : 0.30
V : 18.38  , I : 0.95  , P : 17.46  , D : 0.30
V : 18.38  , I : 1.05  , P : 19.30  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 1.10  , P : 20.22  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.28  , I : 1.10  , P : 20.11  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.28  , I : 0.95  , P : 17.36  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.28  , I : 0.95  , P : 17.36  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.28  , I : 1.10  , P : 20.11  , D : 0.30
V : 18.31  , I : 1.00  , P : 18.31  , D : 0.30
V : 18.28  , I : 0.95  , P : 17.36  , D : 0.30
V : 18.28  , I : 0.95  , P : 17.36  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.31  , I : 1.10  , P : 20.14  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 1.05  , P : 19.30  , D : 0.30
V : 18.38  , I : 0.95  , P : 17.46  , D : 0.30
V : 18.38  , I : 1.15  , P : 21.14  , D : 0.30
V : 18.38  , I : 1.15  , P : 21.14  , D : 0.30
V : 18.38  , I : 0.95  , P : 17.46  , D : 0.30
V : 18.38  , I : 1.05  , P : 19.30  , D : 0.30
V : 18.38  , I : 0.90  , P : 16.54  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.42  , I : 1.05  , P : 19.34  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.38  , I : 1.10  , P : 20.22  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.42  , I : 1.10  , P : 20.26  , D : 0.30
V : 18.38  , I : 0.95  , P : 17.46  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.42  , I : 1.10  , P : 20.26  , D : 0.30
V : 18.38  , I : 1.05  , P : 19.30  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 1.05  , P : 19.30  , D : 0.30
V : 18.59  , I : 1.10  , P : 20.45  , D : 0.29
V : 18.59  , I : 1.00  , P : 18.59  , D : 0.29
V : 18.62  , I : 1.05  , P : 19.55  , D : 0.29
V : 18.62  , I : 1.05  , P : 19.55  , D : 0.29
V : 18.59  , I : 1.10  , P : 20.45  , D : 0.29
V : 18.59  , I : 1.05  , P : 19.52  , D : 0.29
V : 18.59  , I : 1.10  , P : 20.45  , D : 0.29
V : 18.59  , I : 1.00  , P : 18.59  , D : 0.29
V : 18.62  , I : 1.00  , P : 18.62  , D : 0.29
V : 18.59  , I : 1.00  , P : 18.59  , D : 0.29
V : 18.59  , I : 1.10  , P : 20.45  , D : 0.29
V : 18.59  , I : 1.10  , P : 20.45  , D : 0.29
V : 18.59  , I : 0.95  , P : 17.66  , D : 0.29
V : 18.59  , I : 1.00  , P : 18.59  , D : 0.29
V : 18.62  , I : 1.00  , P : 18.62  , D : 0.29
V : 18.59  , I : 1.00  , P : 18.59  , D : 0.29
V : 18.59  , I : 1.00  , P : 18.59  , D : 0.29
V : 18.62  , I : 1.00  , P : 18.62  , D : 0.29
V : 18.62  , I : 1.00  , P : 18.62  , D : 0.29
V : 18.59  , I : 0.90  , P : 16.73  , D : 0.29
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.42  , I : 0.95  , P : 17.50  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 1.15  , P : 21.14  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.42  , I : 1.05  , P : 19.34  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.42  , I : 0.90  , P : 16.57  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.42  , I : 1.15  , P : 21.18  , D : 0.30
V : 18.38  , I : 0.95  , P : 17.46  , D : 0.30
V : 18.38  , I : 1.05  , P : 19.30  , D : 0.30
V : 18.38  , I : 1.10  , P : 20.22  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 1.10  , P : 20.22  , D : 0.30
V : 18.42  , I : 1.05  , P : 19.34  , D : 0.30
V : 18.38  , I : 1.10  , P : 20.22  , D : 0.30
V : 18.38  , I : 1.10  , P : 20.22  , D : 0.30
V : 18.42  , I : 1.05  , P : 19.34  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.28  , I : 0.95  , P : 17.36  , D : 0.30
V : 18.28  , I : 1.10  , P : 20.11  , D : 0.30
V : 18.28  , I : 0.95  , P : 17.36  , D : 0.30
V : 18.28  , I : 0.95  , P : 17.36  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.31  , I : 1.00  , P : 18.31  , D : 0.30
V : 18.28  , I : 0.95  , P : 17.36  , D : 0.30
V : 18.28  , I : 0.90  , P : 16.45  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.31  , I : 1.00  , P : 18.31  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.31  , I : 1.20  , P : 21.97  , D : 0.30
V : 18.28  , I : 1.10  , P : 20.11  , D : 0.30
V : 18.31  , I : 1.10  , P : 20.14  , D : 0.30
V : 18.28  , I : 1.10  , P : 20.11  , D : 0.30
V : 18.28  , I : 1.10  , P : 20.11  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.31
V : 18.21  , I : 1.00  , P : 18.21  , D : 0.31
V : 18.17  , I : 1.00  , P : 18.17  , D : 0.31
V : 18.21  , I : 1.00  , P : 18.21  , D : 0.31
V : 18.21  , I : 0.95  , P : 17.30  , D : 0.31
V : 18.17  , I : 1.10  , P : 19.99  , D : 0.31
V : 18.17  , I : 1.00  , P : 18.17  , D : 0.31
V : 18.21  , I : 1.00  , P : 18.21  , D : 0.31
V : 18.17  , I : 1.10  , P : 19.99  , D : 0.31
V : 18.17  , I : 1.10  , P : 19.99  , D : 0.31
V : 18.17  , I : 1.05  , P : 19.08  , D : 0.31
V : 18.17  , I : 1.00  , P : 18.17  , D : 0.31
V : 18.21  , I : 0.95  , P : 17.30  , D : 0.31
V : 18.21  , I : 1.05  , P : 19.12  , D : 0.31
V : 18.21  , I : 1.00  , P : 18.21  , D : 0.31
V : 18.17  , I : 1.00  , P : 18.17  , D : 0.31
V : 18.17  , I : 0.95  , P : 17.27  , D : 0.31
V : 18.21  , I : 1.10  , P : 20.03  , D : 0.31
V : 18.21  , I : 1.05  , P : 19.12  , D : 0.31
V : 18.17  , I : 1.10  , P : 19.99  , D : 0.31
V : 18.17  , I : 0.90  , P : 16.36  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.31  , I : 1.00  , P : 18.31  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.31  , I : 1.10  , P : 20.14  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.31  , I : 1.00  , P : 18.31  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.28  , I : 1.10  , P : 20.11  , D : 0.30
V : 18.31  , I : 1.05  , P : 19.23  , D : 0.30
V : 18.28  , I : 1.10  , P : 20.11  , D : 0.30
V : 18.31  , I : 1.05  , P : 19.23  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.31  , I : 1.05  , P : 19.23  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.28  , I : 0.95  , P : 17.36  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.28  , I : 1.10  , P : 20.11  , D : 0.30
V : 18.38  , I : 0.95  , P : 17.46  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.42  , I : 1.15  , P : 21.18  , D : 0.30
V : 18.42  , I : 1.05  , P : 19.34  , D : 0.30
V : 18.42  , I : 0.95  , P : 17.50  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.38  , I : 1.10  , P : 20.22  , D : 0.30
V : 18.38  , I : 1.10  , P : 20.22  , D : 0.30
V : 18.38  , I : 1.10  , P : 20.22  , D : 0.30
V : 18.42  , I : 1.05  , P : 19.34  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.42  , I : 1.10  , P : 20.26  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.42  , I : 1.15  , P : 21.18  , D : 0.30
V : 18.38  , I : 1.10  , P : 20.22  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.38  , I : 1.10  , P : 20.22  , D : 0.30
V : 18.38  , I : 1.10  , P : 20.22  , D : 0.29
V : 18.59  , I : 1.10  , P : 20.45  , D : 0.29
V : 18.59  , I : 1.20  , P : 22.31  , D : 0.29
V : 18.59  , I : 1.00  , P : 18.59  , D : 0.29
V : 18.59  , I : 1.05  , P : 19.52  , D : 0.29
V : 18.62  , I : 1.05  , P : 19.55  , D : 0.29
V : 18.59  , I : 1.10  , P : 20.45  , D : 0.29
V : 18.59  , I : 1.10  , P : 20.45  , D : 0.29
V : 18.59  , I : 1.00  , P : 18.59  , D : 0.29
V : 18.59  , I : 1.00  , P : 18.59  , D : 0.29
V : 18.59  , I : 0.95  , P : 17.66  , D : 0.29
V : 18.62  , I : 1.05  , P : 19.55  , D : 0.29
V : 18.59  , I : 1.05  , P : 19.52  , D : 0.29
V : 18.59  , I : 0.95  , P : 17.66  , D : 0.29
V : 18.62  , I : 1.05  , P : 19.55  , D : 0.29
V : 18.59  , I : 0.90  , P : 16.73  , D : 0.29
V : 18.62  , I : 1.00  , P : 18.62  , D : 0.29
V : 18.59  , I : 1.00  , P : 18.59  , D : 0.29
V : 18.62  , I : 1.00  , P : 18.62  , D : 0.29
V : 18.62  , I : 1.10  , P : 20.49  , D : 0.29
V : 18.62  , I : 1.05  , P : 19.55  , D : 0.30
V : 18.42  , I : 1.10  , P : 20.26  , D : 0.30
V : 18.38  , I : 1.05  , P : 19.30  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.38  , I : 0.95  , P : 17.46  , D : 0.30
V : 18.42  , I : 1.10  , P : 20.26  , D : 0.30
V : 18.38  , I : 1.05  , P : 19.30  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.38  , I : 0.90  , P : 16.54  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 1.10  , P : 20.22  , D : 0.30
V : 18.38  , I : 0.95  , P : 17.46  , D : 0.30
V : 18.42  , I : 1.10  , P : 20.26  , D : 0.30
V : 18.42  , I : 1.05  , P : 19.34  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 0.95  , P : 17.46  , D : 0.30
V : 18.38  , I : 0.90  , P : 16.54  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.29
V : 18.59  , I : 1.00  , P : 18.59  , D : 0.29
V : 18.62  , I : 1.00  , P : 18.62  , D : 0.29
V : 18.59  , I : 1.05  , P : 19.52  , D : 0.29
V : 18.59  , I : 1.00  , P : 18.59  , D : 0.29
V : 18.62  , I : 1.00  , P : 18.62  , D : 0.29
V : 18.59  , I : 1.10  , P : 20.45  , D : 0.29
V : 18.59  , I : 1.10  , P : 20.45  , D : 0.29
V : 18.62  , I : 1.00  , P : 18.62  , D : 0.29
V : 18.59  , I : 1.05  , P : 19.52  , D : 0.29
V : 18.59  , I : 1.05  , P : 19.52  , D : 0.29
V : 18.62  , I : 1.10  , P : 20.49  , D : 0.29
V : 18.62  , I : 1.10  , P : 20.49  , D : 0.29
V : 18.59  , I : 1.05  , P : 19.52  , D : 0.29
V : 18.62  , I : 0.95  , P : 17.69  , D : 0.29
V : 18.62  , I : 1.10  , P : 20.49  , D : 0.29
V : 18.59  , I : 0.90  , P : 16.73  , D : 0.29
V : 18.59  , I : 1.05  , P : 19.52  , D : 0.29
V : 18.59  , I : 1.05  , P : 19.52  , D : 0.29
V : 18.59  , I : 0.90  , P : 16.73  , D : 0.29
V : 18.59  , I : 0.95  , P : 17.66  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.38  , I : 0.90  , P : 16.54  , D : 0.30
V : 18.38  , I : 0.90  , P : 16.54  , D : 0.30
V : 18.38  , I : 1.05  , P : 19.30  , D : 0.30
V : 18.38  , I : 1.00  , P : 18.38  , D : 0.30
V : 18.42  , I : 1.05  , P : 19.34  , D : 0.30
V : 18.42  , I : 1.10  , P : 20.26  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.38  , I : 1.25  , P : 22.98  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.42  , I : 1.05  , P : 19.34  , D : 0.30
V : 18.42  , I : 0.95  , P : 17.50  , D : 0.30
V : 18.42  , I : 1.05  , P : 19.34  , D : 0.30
V : 18.42  , I : 1.20  , P : 22.10  , D : 0.30
V : 18.38  , I : 1.05  , P : 19.30  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.42  , I : 1.00  , P : 18.42  , D : 0.30
V : 18.31  , I : 1.00  , P : 18.31  , D : 0.30
V : 18.31  , I : 1.00  , P : 18.31  , D : 0.30
V : 18.31  , I : 0.95  , P : 17.40  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.28  , I : 1.15  , P : 21.02  , D : 0.30
V : 18.31  , I : 1.05  , P : 19.23  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.31  , I : 1.10  , P : 20.14  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.28  , I : 1.10  , P : 20.11  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.31  , I : 1.00  , P : 18.31  , D : 0.30
V : 18.28  , I : 1.10  , P : 20.11  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.31  , I : 1.05  , P : 19.23  , D : 0.30
V : 18.31  , I : 1.05  , P : 19.23  , D : 0.31
V : 18.21  , I : 1.00  , P : 18.21  , D : 0.31
V : 18.17  , I : 1.00  , P : 18.17  , D : 0.31
V : 18.17  , I : 1.00  , P : 18.17  , D : 0.31
V : 18.21  , I : 0.95  , P : 17.30  , D : 0.31
V : 18.17  , I : 1.00  , P : 18.17  , D : 0.31
V : 18.21  , I : 1.10  , P : 20.03  , D : 0.31
V : 18.21  , I : 1.05  , P : 19.12  , D : 0.31
V : 18.17  , I : 1.10  , P : 19.99  , D : 0.31
V : 18.21  , I : 1.15  , P : 20.94  , D : 0.31
V : 18.21  , I : 1.00  , P : 18.21  , D : 0.31
V : 18.17  , I : 1.05  , P : 19.08  , D : 0.31
V : 18.21  , I : 1.10  , P : 20.03  , D : 0.31
V : 18.21  , I : 0.95  , P : 17.30  , D : 0.31
V : 18.17  , I : 1.00  , P : 18.17  , D : 0.31
V : 18.17  , I : 1.20  , P : 21.81  , D : 0.31
V : 18.21  , I : 1.00  , P : 18.21  , D : 0.31
V : 18.21  , I : 1.10  , P : 20.03  , D : 0.31
V : 18.17  , I : 1.05  , P : 19.08  , D : 0.31
V : 18.17  , I : 1.05  , P : 19.08  , D : 0.31
V : 18.21  , I : 1.05  , P : 19.12  , D : 0.30
V : 18.28  , I : 1.10  , P : 20.11  , D : 0.30
V : 18.31  , I : 1.05  , P : 19.23  , D : 0.30
V : 18.28  , I : 1.05  , P : 19.19  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.31  , I : 1.05  , P : 19.23  , D : 0.30
V : 18.31  , I : 1.10  , P : 20.14  , D : 0.30
V : 18.31  , I : 1.00  , P : 18.31  , D : 0.30
V : 18.28  , I : 1.15  , P : 21.02  , D : 0.30
V : 18.31  , I : 1.05  , P : 19.23  , D : 0.30
V : 18.31  , I : 1.00  , P : 18.31  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.31  , I : 1.00  , P : 18.31  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.31  , I : 1.10  , P : 20.14  , D : 0.30
V : 18.31  , I : 1.05  , P : 19.23  , D : 0.30
V : 18.31  , I : 1.10  , P : 20.14  , D : 0.30
V : 18.28  , I : 1.00  , P : 18.28  , D : 0.30
V : 18.31  , I : 0.95  , P : 17.40  , D : 0.30
V : 18.28  , I : 1.10  , P : 20.11  , D : 0.30
V : 18.31  , I : 1.00  , P : 18.31  , D : 0.31
V : 18.17  , I : 1.00  , P : 18.17  , D : 0.31
V : 18.17  , I : 1.15  , P : 20.90  , D : 0.31
V : 18.17  , I : 0.90  , P : 16.36  , D : 0.31
V : 18.21  , I : 1.05  , P : 19.12  , D : 0.31
V : 18.17  , I : 1.05  , P : 19.08  , D : 0.31
V : 18.21  , I : 1.10  , P : 20.03  , D : 0.31
V : 18.21  , I : 1.00  , P : 18.21  , D : 0.31
V : 18.21  , I : 1.05  , P : 19.12  , D : 0.31
V : 18.21  , I : 0.95  , P : 17.30  , D : 0.31
V : 18.21  , I : 1.00  , P : 18.21  , D : 0.31
V : 18.17  , I : 1.00  , P : 18.17  , D : 0.31
V : 18.21  , I : 1.10  , P : 20.03  , D : 0.31
V : 18.21  , I : 0.95  , P : 17.30  , D : 0.31
V : 18.21  , I : 1.00  , P : 18.21  , D : 0.31
V : 18.21  , I : 1.00  , P : 18.21  , D : 0.31
V : 18.21  , I : 1.10  , P : 20.03  , D : 0.31
V : 18.17  , I : 1.05  , P : 19.08  , D : 0.31
V : 18.21  , I : 1.05  , P : 19.12  , D : 0.31
V : 18.21  , I : 1.00  , P : 18.21  , D : 0.31
V : 18.21  , I : 1.10  , P : 20.03  , D : 0.31
V : 18.00  , I : 1.05  , P : 18.90  , D : 0.31
V : 18.00  , I : 1.05  , P : 18.90  , D : 0.31
V : 18.00  , I : 1.05  , P : 18.90  , D : 0.31
V : 18.00  , I : 1.00  , P : 18.00  , D : 0.31
V : 18.00  , I : 1.15  , P : 20.70  , D : 0.31
V : 17.97  , I : 0.95  , P : 17.07  , D : 0.31
V : 18.00  , I : 1.00  , P : 18.00  , D : 0.31
V : 18.00  , I : 1.10  , P : 19.80  , D : 0.31
V : 18.00  , I : 1.00  , P : 18.00  , D : 0.31
V : 18.00  , I : 1.00  , P : 18.00  , D : 0.31
V : 17.97  , I : 1.10  , P : 19.76  , D : 0.31
V : 18.00  , I : 1.00  , P : 18.00  , D : 0.31
V : 17.97  , I : 0.90  , P : 16.17  , D : 0.31
V : 18.00  , I : 1.05  , P : 18.90  , D : 0.31
V : 17.97  , I : 1.10  , P : 19.76  , D : 0.31
V : 18.00  , I : 0.95  , P : 17.10  , D : 0.31
V : 18.00  , I : 1.00  , P : 18.00  , D : 0.31
V : 18.00  , I : 1.00  , P : 18.00  , D : 0.31
V : 17.97  , I : 0.95  , P : 17.07  , D : 0.31
V : 18.00  , I : 1.00  , P : 18.00  , D : 0.31
V : 18.21  , I : 1.00  , P : 18.21  , D : 0.31
V : 18.17  , I : 0.95  , P : 17.27  , D : 0.31
